,RV before SPA (mL),RV after SPA (mL),IP volume T=0 (mL),IP volume T=240 (mL),Mean IPV (mL),ELAR (mL/h),UFV (mL/h),,,,,,,,,,,,,,,,
[Creatinine],541,1746,2491,2177,2329,82.92,9.75,,,,,,,,,,,,,,,,
,,,,,,,,-285,,,,,,,,,,,,,,,
[Albumin],4225,2583,6175,3015.1,4595,82.92,-701.81,4595,4407.870128,,,,,,,,,,,,,,
[Dextran] ,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
Mean,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Transport parameters:,,,,,,,,,,,,,,,,,,,,,,,
,2-h Removal (mmol),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),2-h Removal Sampling,Removal Sampling,,,,,,,,,,,,
Creatinine,1.01,1.56,3.94,20.29,24.06,1.68,4.2,9.4,9.4,0.008745,0.02,,,10.13787437,,,,,,,,,
Urea,29.5,44.46,5.97,30.54,39.67,43.63,5.9,16.8,17.3,0.1938,0.38,,,,,,,,,,,,
Phosphate,1.6,2.67,3.61,18.51,21.35,2.88,3.9,8.1,8,0.01468,0.03,,,,,,,,,,,,
Potassium,5.31,6.85,6.08,36.95,49.46,9.43,8.4,21.4,22.2,0.0325,0.06,,,,,,,,,,,,
Glucose,,-159.6,,,,,,,,,1.741237185,,,,,,,,,,,,
Fluid parameters:,,,,,,,,,,,,,,,,,,,,,,,
Sample,Time code,Time,Blue dextran,Sample volume,IPV,ELAR,UFV,UFR,,"Dx0, absolute amount of Dextran at T=0",,,,0,,,,,,,,,
,,min,g/L,mL,mL,mL,mL,L/min,,"Dxt, absolute amount of Dextran at T=240",,,,0,,,,,,,,,
T=-1,00:02,0,,,1950,,,,,Dx geometric,,,,#VALUE!,,,,,,,,,
T=0,00:03,0,,6,#DIV/0!,,,,,ELAR (mL/min),,,,#VALUE!,,,,,,,,,
T=10,00:11,10,,5,#DIV/0!,#VALUE!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,20,,,,,,,,,,,,,,,,,,,,,
,,30,,,,,,,,,,,,,,,,,,,,,
T=60,01:01,60,,4,#DIV/0!,#VALUE!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=120,02:01,120,,3,#DIV/0!,#VALUE!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=180,03:01,180,,3,#DIV/0!,#VALUE!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=240,04:01,240,,25,#DIV/0!,#VALUE!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,21,#DIV/0!,#VALUE!,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,#VALUE!,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,#VALUE!,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Abbreviations,,,,,,,,,,,,,,,,,,,,,,,
IPV (ml),Intraperitoneal volume = (C0 * V0)/Cn - (Abs * tn),,,,,,,,,,,,,,,,,,,,,,
UFV (ml),Ultrafiltration volume,,,,,,,,,,,,,,,,,,,,,,
LA (ml),Lymphatic absorption,,,,,,,,,,,,,,,,,,,,,,
Th IPV (m),Theoretical IPV,,,,,,,,,,,,,,,,,,,,,,
NUFR (ml/min),Netto Ultrafiltration Rate,,,,,,,,,,,,,,,,,,,,,,
TCUFR (ml/min),Transcappilary ultrafiltration rate,,,,,,,,,,,,,,,,,,,,,,
ELAR (ml/min),Effective lymphatic absorption rate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Formulas,,,,,,,,,,,,,,,,,,,,,,,
Na Sieving ,?Dna =,[Dna]60 - [Dna]0,,i.e. Initial drop in [Dna] due to transcallular UF of water through aquaporins,,,,,,,,,,,,,,,,,,,
Residual volume (RV),RV = (V*[total protein]1 / [total protein]2) - V,,,,,,,,,,,,,,,,,,,,,,
,"V = volume of PD fluid instilled, [total protein]1 = total protein concentration in residual volume, [total protein]2 = total, protein concentration after PD fluid has been instilled.",,,,,,,,,,,,,,,,,,,,,,
"Effective Lymphatic Reabsorption (ELAR, mL/min)",ELAR (ml/min) =,(Dx0 -Dxt) / [Dxgeom] x ?t,,,,,,,,,,,,,,,,,,,,,
Intraperitoneal volume (mL) (blue dextran),Vt2 =,((Dt1 * Vt1)/Dt2) - (ELAR *?t),,,,,,,,,,,,,,,,,,,,,
,,"Where Dt1 = dialysate dextran concentration at t1, Dt2 = dialysate dextran concentration at t2, Vt1 = intraperitoneal volume at t1, ELAR = dextran absorption rate, ?t = time interval between two consecutive time points",,,,,,,,,,,,,,,,,,,,,
Ultrafiltration volume (mL),UF = ,(RV0 + V0) - (RVt + Vt) + Vsamples + ELAR,,,,,,,,,,,,,,,,,,,,,
,,"UF = net ultrafiltration volume, RV0 = residual volume at t=0, RVt = residual volume at t=x min, V0 = instilled dialysate volume, Vt = drained dialysate volume, V samples = total sample volume, ELAR = effective lymphatic reabsorption",,,,,,,,,,,,,,,,,,,,,
MTAC according to Garred,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Waniewski,,,,,,,,,,,,,,,,,,,,,,,
