,2-h Removal (mmol),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),2-h Removal Sampling,Removal Sampling,,,,,,,,,,,,
Creatinine,0.74,1.21,4.17,3.9,4.38,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.0020888,0,,,,,,,,,,,,
Urea,11.86,17.74,6.4,9.17,9.3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.035702857,0.07,,,,,,,,,,,,
Phosphate,0.91,1.49,3.27,2.39,2.97,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.002646857,0.01,,,,,,,,,,,,
Potassium,5.66,6.74,8.03,16.45,16.09,,,,,0.016647604,0.03,,,,,,,,,,,,
Glucose,,-95.5,,,,,,,,,2.096993333,,,,,,,,,,,,
Fluid parameters:,,,,,,,,,,,,,,,,,,,,,,,
Sample,Time code,Time,Blue dextran,Sample volume,IPV,ELAR,UFV,UFR,,"Dx0, absolute amount of Dextran at T=0",,,,#VALUE!,,,,,,,,,
,,min,g/L,mL,mL,mL,mL,L/min,,"Dxt, absolute amount of Dextran at T=240",,,,0,,,,,,,,,
T=-1,04:03,0,,,1968.18,,,,,Dx geometric,,,,3.2,,,,,,,,,
T=0,04:05,0,,6.2,#VALUE!,,,,,ELAR (mL/min),,,,#VALUE!,,,,,,,,,
T=10,04:11,10,,5.2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
T=20,04:21,20,,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
T=30,04:31,30,,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
T=60,05:01,60,,5.2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
T=120,06:01,120,,3.2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
T=180,07:01,180,,3.2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
T=240,08:01,240,,7.2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
,,,,23,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,
,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Abbreviations,,,,,,,,,,,,,,,,,,,,,,,
IPV (ml),Intraperitoneal volume = (C0 * V0)/Cn - (Abs * tn),,,,,,,,,,,,,,,,,,,,,,
UFV (ml),Ultrafiltration volume,,,,,,,,,,,,,,,,,,,,,,
LA (ml),Lymphatic absorption,,,,,,,,,,,,,,,,,,,,,,
Th IPV (m),Theoretical IPV,,,,,,,,,,,,,,,,,,,,,,
NUFR (ml/min),Netto Ultrafiltration Rate,,,,,,,,,,,,,,,,,,,,,,
TCUFR (ml/min),Transcappilary ultrafiltration rate,,,,,,,,,,,,,,,,,,,,,,
ELAR (ml/min),Effective lymphatic absorption rate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Formulas,,,,,,,,,,,,,,,,,,,,,,,
Na Sieving ,?Dna =,[Dna]60 - [Dna]0,,i.e. Initial drop in [Dna] due to transcallular UF of water through aquaporins,,,,,,,,,,,,,,,,,,,
Residual volume (RV),RV = (V*[total protein]1 / [total protein]2) - V,,,,,,,,,,,,,,,,,,,,,,
,"V = volume of PD fluid instilled, [total protein]1 = total protein concentration in residual volume, [total protein]2 = total, protein concentration after PD fluid has been instilled.",,,,,,,,,,,,,,,,,,,,,,
"Effective Lymphatic Reabsorption (ELAR, mL/min)",ELAR (ml/min) =,(Dx0 -Dxt) / [Dxgeom] x ?t,,,,,,,,,,,,,,,,,,,,,
Intraperitoneal volume (mL) (blue dextran),Vt2 =,((Dt1 * Vt1)/Dt2) - (ELAR *?t),,,,,,,,,,,,,,,,,,,,,
,,"Where Dt1 = dialysate dextran concentration at t1, Dt2 = dialysate dextran concentration at t2, Vt1 = intraperitoneal volume at t1, ELAR = dextran absorption rate, ?t = time interval between two consecutive time points",,,,,,,,,,,,,,,,,,,,,
Ultrafiltration volume (mL),UF = ,(RV0 + V0) - (RVt + Vt) + Vsamples + ELAR,,,,,,,,,,,,,,,,,,,,,
,,"UF = net ultrafiltration volume, RV0 = residual volume at t=0, RVt = residual volume at t=x min, V0 = instilled dialysate volume, Vt = drained dialysate volume, V samples = total sample volume, ELAR = effective lymphatic reabsorption",,,,,,,,,,,,,,,,,,,,,
MTAC according to Garred,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Waniewski,,,,,,,,,,,,,,,,,,,,,,,
