,mL,,,,mmol/L,µmol/L,mmol/L,mmol/L,mg/L,g/L,mmol/L,mmol/L,,(text),x10^9/L,x10^9/L,,,,,,,
drain after PN 1.36% dwell of the previous SPA 1,5,04:01,12:43,,26.5,1091,4.3,,171,,1.86,41,YES (1x),,ND,ND,,,,,,,13.2
Fresh PD fluid for SPA (PN 1.36% + blue dextran),3,04:03,12:40,,,,,126,,,,>116,YES (1x),,,,,,,,,,4.41
T=0,5,04:05,12:58,,11.8,506,2.1,,96,,0.87,,YES (1x),,,,,0.31,,,,,13.2
T=10,5,04:11,13:08,,14.7,645,2.7,128,,,1.11,72.4,YES (1x),,,,0.49,0.41,,,#VALUE!,0.93,16.06
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
T=60,3,05:01,14:01,,18.1,736,3.2,129,,,1.25,65.2,YES (1x),,,,0.61,0.46,,,#VALUE!,0.93,16.06
T=120,3,06:01,14:58,,21.3,883,3.6,,,,1.49,54.6,YES (1x),,,,0.72,0.56,,,#VALUE!,,7.27
T=180,3,07:01,15:58,,23.1,954,3.5,,,,1.63,49.9,YES (1x),,,,0.78,0.6,,,#VALUE!,,7.27
T=240,50,08:01,16:58,,25.3,1090,4,128,144,,1.87,39.5,YES (1x),,ND,0.049,0.85,0.67,0.63,0.93,#VALUE!,0.93,16.06
PD effluent complete drain after rinsing,,08:02,17:10,,,121,,,19,,,,YES (1x),,,,,,,,,,8.91
,69,,,,,,,,,,X,56.6,,,,,,,,,,,126
,,,,,,,,,,,,,,,,,,,,,,,
Exchange scheme:,,,,,,,,,,,%,1.02,0,,,,,,,,,,
Exchange,Solution,Volume bag (mL),Weight bag (g) before instillment,Weight bag after instillment (g),Volume instilled (mL),Weight drain bag (g),Weight empty drain bag (g),Drain volume (mL),Draining times,,,75.55555556,,,,,,,,,,,
Preceding dwell ,Physioneal 35 2.27%,2000,2350,205,1826,545,70,442,Out,,,,,,,,,,,,,,
SPA dwell,Physioneal 35 2.27%,2000,2355,135,2018,930,70,782,In,,,,,,,,,,,,,,
PD fluid for rinsing,Extraneal,2000,2150,130,1836,,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Residual volume calculation:,,,,,,,,,,,,,,,,,,,,,,,
,RV before SPA (mL),RV after SPA (mL),IP volume T=0 (mL),IP volume T=240 (mL),Mean IPV (mL),ELAR (mL/h),UFV (mL/h),,,,,,,,,,,,,,,,
[Creatinine],1746,229,3764,1011,1950.8,82.92,-600.25,,,,,,,,,,,,,,,,
,,,,,,,,-2684,,,,,,,,,,,,,,,
[Albumin],2583,279,4601.5,1060.9,2831.2,82.92,-797.21,2831,2413.086225,,,,,,,,,,,,,,
[Dextran] ,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
Mean,,,,,,*estimated based on mean ELAR SPA's,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Transport parameters:,,,,,,,,,,,,,,,,,,,,,,,
,2-h Removal (mmol),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),2-h Removal Sampling,Removal Sampling,,,,,,,,,,,,
Creatinine,-1.39,-1.17,-3.08,9.94,17.87,-0.8,-2.1,8.8,11.7,0.007963,0.01,,Rood = met albumine RV,,,,,,,,,,
Urea,-31.51,-27.14,-3.81,12.69,25.21,-18.51,-2.6,11.4,16.7,0.1868,0.32,,,,,,,,,,,,
Phosphate,-2.41,-2,-2.74,9.23,15.96,-1.36,-1.9,8.1,10.4,0.01365,0.02,,,,,,,,,,,,
Potassium,-5.81,-5.36,-4.91,13.09,26.28,4.1,3.8,11.8,17.5,0.0336,0.05,,,,,,,,,,,,
Glucose,,40.8,,,,,,,,,0.8711,,,,,,,,,,,,
Fluid parameters:,,,,,,,,,,,,,,,,,,,,,,,
Sample,Time code,Time,Blue dextran,Sample volume,IPV,ELAR,UFV,UFR,,"Dx0, absolute amount of Dextran at T=0",,,,0,,,,,,,,,
,,min,g/L,mL,mL,mL,mL,L/min,,"Dxt, absolute amount of Dextran at T=240",,,,0,,,,,,,,,
T=-1,00:02,0,,,2018.18,,,,,Dx geometric,,,,0,,,,,,,,,
T=0,00:03,0,,5,4601.45,,,,,ELAR (mL/min),,,,#DIV/0!,,,,,,,,,
T=10,00:11,10,,5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,20,,,,,,,,,,,,,,,,,,,,,
,,30,,,,,,,,,,,,,,,,,,,,,
T=60,01:01,60,,4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=120,02:01,120,,3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=180,03:01,180,,3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=240,04:01,240,,25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Drain,,,,20,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Abbreviations,,,,,,,,,,,,,,,,,,,,,,,
IPV (ml),Intraperitoneal volume = (C0 * V0)/Cn - (Abs * tn),,,,,,,,,,,,,,,,,,,,,,
UFV (ml),Ultrafiltration volume,,,,,,,,,,,,,,,,,,,,,,
LA (ml),Lymphatic absorption,,,,,,,,,,,,,,,,,,,,,,
Th IPV (m),Theoretical IPV,,,,,,,,,,,,,,,,,,,,,,
NUFR (ml/min),Netto Ultrafiltration Rate,,,,,,,,,,,,,,,,,,,,,,
TCUFR (ml/min),Transcappilary ultrafiltration rate,,,,,,,,,,,,,,,,,,,,,,
ELAR (ml/min),Effective lymphatic absorption rate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Formulas,,,,,,,,,,,,,,,,,,,,,,,
Na Sieving ,?Dna =,[Dna]60 - [Dna]0,,i.e. Initial drop in [Dna] due to transcallular UF of water through aquaporins,,,,,,,,,,,,,,,,,,,
Residual volume (RV),RV = (V*[total protein]1 / [total protein]2) - V,,,,,,,,,,,,,,,,,,,,,,
,"V = volume of PD fluid instilled, [total protein]1 = total protein concentration in residual volume, [total protein]2 = total, protein concentration after PD fluid has been instilled.",,,,,,,,,,,,,,,,,,,,,,
"Effective Lymphatic Reabsorption (ELAR, mL/min)",ELAR (ml/min) =,(Dx0 -Dxt) / [Dxgeom] x ?t,,,,,,,,,,,,,,,,,,,,,
Intraperitoneal volume (mL) (blue dextran),Vt2 =,((Dt1 * Vt1)/Dt2) - (ELAR *?t),,,,,,,,,,,,,,,,,,,,,
,,"Where Dt1 = dialysate dextran concentration at t1, Dt2 = dialysate dextran concentration at t2, Vt1 = intraperitoneal volume at t1, ELAR = dextran absorption rate, ?t = time interval between two consecutive time points",,,,,,,,,,,,,,,,,,,,,
Ultrafiltration volume (mL),UF = ,(RV0 + V0) - (RVt + Vt) + Vsamples + ELAR,,,,,,,,,,,,,,,,,,,,,
,,"UF = net ultrafiltration volume, RV0 = residual volume at t=0, RVt = residual volume at t=x min, V0 = instilled dialysate volume, Vt = drained dialysate volume, V samples = total sample volume, ELAR = effective lymphatic reabsorption",,,,,,,,,,,,,,,,,,,,,
MTAC according to Garred,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Waniewski,,,,,,,,,,,,,,,,,,,,,,,
