,2-h Removal (mmol),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),2-h Removal Sampling,Removal Sampling,,,,,,,,,,,,
Creatinine,0.67,1.1,3.94,2.87,3.61,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0020605,0,,,,,,,,,,,,
Urea,12.51,18.36,6.83,9.46,9.6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.031408788,0.07,,,,,,,,,,,,
Phosphate,0.95,1.49,3.16,1.6,2.45,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.003024273,0.01,,,,,,,,,,,,
Potassium,6.2,7.27,7.67,12.57,12.43,,,,,0.018708182,0.04,,,,,,,,,,,,
Glucose,,-95.1,,,,,,,,,2.16021202,,,,,,,,,,,,
Fluid parameters:,,,,,,,,,,,,,,,,,,,,,,,
Sample,Time code,Time,Blue dextran,Sample volume,IPV,ELAR,UFV,UFR,,"Dx0, absolute amount of Dextran at T=0",,,,3.936,,,,,,,,,
,,min,g/L,mL,mL,mL,mL,L/min,,"Dxt, absolute amount of Dextran at T=240",,,,0,,,,,,,,,
T=-1,00:02,0,,,1968.18,,,,,Dx geometric,,,,3.2,,,,,,,,,
T=0,00:03,0,,6.5,#DIV/0!,,,,,ELAR (mL/min),,,,5.174,,,,,,,,,
T=10,00:11,10,,5.2,#DIV/0!,51.74,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=20,00:21,20,,0,#DIV/0!,51.74,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=30,00:31,30,,0,#DIV/0!,51.74,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=60,01:01,60,,5.2,#DIV/0!,155.23,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=120,02:01,120,,3.2,#DIV/0!,310.46,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=180,03:01,180,,3.2,#DIV/0!,310.46,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
T=240,04:01,240,,7.2,#DIV/0!,310.46,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,23.3,#DIV/0!,1241.84,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,1241.84,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Abbreviations,,,,,,,,,,,,,,,,,,,,,,,
IPV (ml),Intraperitoneal volume = (C0 * V0)/Cn - (Abs * tn),,,,,,,,,,,,,,,,,,,,,,
UFV (ml),Ultrafiltration volume,,,,,,,,,,,,,,,,,,,,,,
LA (ml),Lymphatic absorption,,,,,,,,,,,,,,,,,,,,,,
Th IPV (m),Theoretical IPV,,,,,,,,,,,,,,,,,,,,,,
NUFR (ml/min),Netto Ultrafiltration Rate,,,,,,,,,,,,,,,,,,,,,,
TCUFR (ml/min),Transcappilary ultrafiltration rate,,,,,,,,,,,,,,,,,,,,,,
ELAR (ml/min),Effective lymphatic absorption rate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Formulas,,,,,,,,,,,,,,,,,,,,,,,
Na Sieving ,?Dna =,[Dna]60 - [Dna]0,,i.e. Initial drop in [Dna] due to transcallular UF of water through aquaporins,,,,,,,,,,,,,,,,,,,
Residual volume (RV),RV = (V*[total protein]1 / [total protein]2) - V,,,,,,,,,,,,,,,,,,,,,,
,"V = volume of PD fluid instilled, [total protein]1 = total protein concentration in residual volume, [total protein]2 = total, protein concentration after PD fluid has been instilled.",,,,,,,,,,,,,,,,,,,,,,
"Effective Lymphatic Reabsorption (ELAR, mL/min)",ELAR (ml/min) =,(Dx0 -Dxt) / [Dxgeom] x ?t,,,,,,,,,,,,,,,,,,,,,
Intraperitoneal volume (mL) (blue dextran),Vt2 =,((Dt1 * Vt1)/Dt2) - (ELAR *?t),,,,,,,,,,,,,,,,,,,,,
,,"Where Dt1 = dialysate dextran concentration at t1, Dt2 = dialysate dextran concentration at t2, Vt1 = intraperitoneal volume at t1, ELAR = dextran absorption rate, ?t = time interval between two consecutive time points",,,,,,,,,,,,,,,,,,,,,
Ultrafiltration volume (mL),UF = ,(RV0 + V0) - (RVt + Vt) + Vsamples + ELAR,,,,,,,,,,,,,,,,,,,,,
,,"UF = net ultrafiltration volume, RV0 = residual volume at t=0, RVt = residual volume at t=x min, V0 = instilled dialysate volume, Vt = drained dialysate volume, V samples = total sample volume, ELAR = effective lymphatic reabsorption",,,,,,,,,,,,,,,,,,,,,
MTAC according to Garred,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Waniewski,,,,,,,,,,,,,,,,,,,,,,,
