Transport parameters:,,,,,,,,,,,,,,,,,,,,,,,
,2-h Removal (mmol),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),2-h Removal sampling,Removal Sampling,,,,,,,,,,,,
Creatinine,0.33,0.48,5.73,11.38,11.4,0.5,6,11.4,11.6,0.000120767,0,,,,,,,,,,,,
Urea,10.91,13.83,6.47,16.38,16.43,14.66,6.9,16.4,16.7,0.08349375,0.1,,,,,,,,,,,,
Phosphate,2.01,3.06,5.07,8.8,8.81,3.13,5.2,8.8,9,0.002222849,0.02,,,,,,,,,,,,
Glucose,5.25,5.25,6.24,15.68,15.73,,,,,0.819,0.04795,,,,,,,,,,,,
Glucose,,10.8,,,,,,,,,0.090046011,,,,,,,,,,,,
Fluid parameters:,,,,,,,,,,,,,,,,,,,,,,,
Sample,Time code,Time,Blue dextran,Sample volume,IPV,ELAR,UFV,UFR,,"Dx0, absolute amount of Dextran at T=0",,,,1.008,,,,,,,,,
,,min,g/L,mL,mL,mL,mL,L/min,,"Dxt, absolute amount of Dextran at T=240",,,,0.934,,,,,,,,,
T=-1,04:03,0,0.484571606,,1936.36,,,,,Dx geometric,,,,0.5,,,,,,,,,
T=0,04:05,0,0.475587382,6.2,2113.74,,,,,ELAR (mL/min),,,,0.681,,,,,,,,,
T=10,04:11,10,0.468097792,5.2,2134.45,6.81,33.72,0.003372077,,,,,,,,,,,,,,,
T=20,04:21,20,0.471054209,2.2,2109.08,6.81,-13.36,-0.001336354,,,,,,,,,,,,,,,
T=30,04:31,30,0.46277624,2.2,2137.75,6.81,37.69,0.003768701,,,,,,,,,,,,,,,
T=60,05:01,60,0.459622728,5.2,2129.77,20.43,14.65,0.000488407,,,,,,,,,,,,,,,
T=120,06:01,120,0.45489246,3.2,2105.8,40.87,22.09,0.000368211,,,,,,,,,,,,,,,
T=180,07:01,180,0.429861459,3.2,2184.17,40.87,122.44,0.002040586,,,,,,,,,,,,,,,
T=240,08:01,240,0.441884223,7.2,2080.76,40.87,-59.34,-0.000988995,,,,,,,,,,,,,,,
,,,,27.4,2131.83606,163.46,157.88,,,,,,,,,,,,,,,,
,,,,,,163.46,157.88,,,,,,,,,,,,,,,,
,,,,,,40.87,39.47,,,,,,,,,,,,,,,,
Abbreviations,,,,,,,,,,,,,,,,,,,,,,,
IPV (ml),Intraperitoneal volume = (C0 * V0)/Cn - (Abs * tn),,,,,,,,,,,,,,,,,,,,,,
UFV (ml),Ultrafiltration volume,,,,,,,,,,,,,,,,,,,,,,
LA (ml),Lymphatic absorption,,,,,,,,,,,,,,,,,,,,,,
Th IPV (m),Theoretical IPV,,,,,,,,,,,,,,,,,,,,,,
NUFR (ml/min),Netto Ultrafiltration Rate,,,,,,,,,,,,,,,,,,,,,,
TCUFR (ml/min),Transcappilary ultrafiltration rate,,,,,,,,,,,,,,,,,,,,,,
ELAR (ml/min),Effective lymphatic absorption rate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Formulas,,,,,,,,,,,,,,,,,,,,,,,
Na Sieving ,?Dna =,[Dna]60 - [Dna]0,,i.e. Initial drop in [Dna] due to transcallular UF of water through aquaporins,,,,,,,,,,,,,,,,,,,
Residual volume (RV),RV = (V*[total protein]1 / [total protein]2) - V,,,,,,,,,,,,,,,,,,,,,,
,"V = volume of PD fluid instilled, [total protein]1 = total protein concentration in residual volume, [total protein]2 = total, protein concentration after PD fluid has been instilled.",,,,,,,,,,,,,,,,,,,,,,
"Effective Lymphatic Reabsorption (ELAR, mL/min)",ELAR (ml/min) =,(Dx0 -Dxt) / [Dxgeom] x ?t,,,,,,,,,,,,,,,,,,,,,
Intraperitoneal volume (mL) (blue dextran),Vt2 =,((Dt1 * Vt1)/Dt2) - (ELAR *?t),,,,,,,,,,,,,,,,,,,,,
,,"Where Dt1 = dialysate dextran concentration at t1, Dt2 = dialysate dextran concentration at t2, Vt1 = intraperitoneal volume at t1, ELAR = dextran absorption rate, ?t = time interval between two consecutive time points",,,,,,,,,,,,,,,,,,,,,
Ultrafiltration volume (mL),UF = ,(RV0 + V0) - (RVt + Vt) + Vsamples + ELAR,,,,,,,,,,,,,,,,,,,,,
,,"UF = net ultrafiltration volume, RV0 = residual volume at t=0, RVt = residual volume at t=x min, V0 = instilled dialysate volume, Vt = drained dialysate volume, V samples = total sample volume, ELAR = effective lymphatic reabsorption",,,,,,,,,,,,,,,,,,,,,
MTAC according to Garred,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Waniewski,,,,,,,,,,,,,,,,,,,,,,,
