[Total protein],386,377,,,,,,-193,,,,,,,,,,,,,,,,,,,,
[Albumin],244,218,,,,,,,,,,,,,,,,,,,,,,,,,,
[Dextran] ,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean,,,,,,*estimated based on mean ELAR SPA's,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transport parameters:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-h Removal (mmol),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),2-h Removal Sampling,Removal Sampling,,,,,,,,,,,,,,,,,
Creatinine,0.36,0.60,3.56,5.82,5.66,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0016144,0.00,,,,,,,,,,,,,,,,,
Urea,10.59,15.59,5.55,11.19,11.31,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.04912,0.09,,,,,,,,,,,,,,,,,
Phosphate,0.76,1.19,2.44,3.94,3.67,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00448,0.01,,,,,,,,,,,,,,,,,
Potassium,5.31,6.40,6.67,18.37,18.86,,,,,0.042,0.05,,,,,,,,,,,,,,,,,
Glucose,,3.6,,,,,,,,,0.12692,,,,,,,,,,,,,,,,,
Fluid parameters:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample,Time code,Time,Blue dextran,Sample volume,IPV,ELAR,UFV,UFR,,"Dx0, absolute amount of Dextran at T=0",,,,0.000,,,,,,,,,,,,,,
,,min,g/L,mL,mL,mL,mL,L/min,,"Dxt, absolute amount of Dextran at T=240",,,,0.000,,,,,,,,,,,,,,
T=-1,04:03,0,,,1995.45,,,,,Dx geometric,,,,0.0,,,,,,,,,,,,,,
T=0,04:05,0,,6.2,#DIV/0!,,,,,ELAR (mL/min),,,,#DIV/0!,,,,,,,,,,,,,,
T=10,04:11,10,,5.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
T=20,04:21,20,,2.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
T=30,04:31,30,,2.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
T=60,05:01,60,,5.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
T=120,06:01,120,,3.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
T=180,07:01,180,,3.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
T=240,08:01,240,,7.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
,,,,27.4,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbreviations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPV (ml),Intraperitoneal volume = (C0 * V0)/Cn - (Abs * tn),,,,,,,,,,,,,,,,,,,,,,,,,,,
UFV (ml),Ultrafiltration volume,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA (ml),Lymphatic absorption,,,,,,,,,,,,,,,,,,,,,,,,,,,
Th IPV (m),Theoretical IPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUFR (ml/min),Netto Ultrafiltration Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCUFR (ml/min),Transcappilary ultrafiltration rate,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELAR (ml/min),Effective lymphatic absorption rate,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formulas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na Sieving ,?Dna =,[Dna]60 - [Dna]0,,i.e. Initial drop in [Dna] due to transcallular UF of water through aquaporins,,,,,,,,,,,,,,,,,,,,,,,,
Residual volume (RV),RV = (V*[total protein]1 / [total protein]2) - V,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"V = volume of PD fluid instilled, [total protein]1 = total protein concentration in residual volume, [total protein]2 = total, protein concentration after PD fluid has been instilled.",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effective Lymphatic Reabsorption (ELAR, mL/min)",ELAR (ml/min) =,(Dx0 -Dxt) / [Dxgeom] x ?t,,,,,,,,,,,,,,,,,,,,,,,,,,
Intraperitoneal volume (mL) (blue dextran),Vt2 =,((Dt1 * Vt1)/Dt2) - (ELAR *?t),,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Where Dt1 = dialysate dextran concentration at t1, Dt2 = dialysate dextran concentration at t2, Vt1 = intraperitoneal volume at t1, ELAR = dextran absorption rate, ?t = time interval between two consecutive time points",,,,,,,,,,,,,,,,,,,,,,,,,,
Ultrafiltration volume (mL),UF = ,(RV0 + V0) - (RVt + Vt) + Vsamples + ELAR,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"UF = net ultrafiltration volume, RV0 = residual volume at t=0, RVt = residual volume at t=x min, V0 = instilled dialysate volume, Vt = drained dialysate volume, V samples = total sample volume, ELAR = effective lymphatic reabsorption",,,,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Garred,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Waniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
