,2-h Removal (mmol),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),2-h Removal sampling,Removal Sampling,,,,,,,,,,,,
Creatinine,0.16,0.29,4.27,4.52,4.88,0.26,3.9,5,5.1,0.00073,0,,,,,,,,,,,,
Urea,3.2,5.59,7.06,13.02,12.81,5.15,6.5,12.7,12.6,0.0146,0.03,,,,,,,,,,,,
Phosphate,0.73,1.42,3.82,3.7,4.11,1.31,3.5,4.3,4.4,0.0037,0.01,,,,,,,,,,,,
Potassium,6.15,7.35,7.66,17.88,17.35,,,,,0.044,0.06,,,,,,,,,,,,
Glucose,,-46.3,,,,,,,,,1.651663578,,,,,,,,,,,,
Fluid parameters:,,,,,,,,,,,,,,,,,,,,,,,
Sample,Time code,Time,Blue dextran,Sample volume,IPV,ELAR,UFV,UFR,,"Dx0, absolute amount of Dextran at T=0",,,,0.763,,,,,,,,,
,,min,g/L,mL,mL,mL,mL,L/min,,"Dxt, absolute amount of Dextran at T=240",,,,0.761,,,,,,,,,
T=-1,00:02,0,0.39,,1958.18,,,,,Dx geometric,,,,0.3,,,,,,,,,
T=0,00:03,0,0.33,6,2063.67,,,,,ELAR (mL/min),,,,0.025,,,,,,,,,
T=10,00:11,10,0.33,6,2044.38,0.25,-13.04,-0.001304278,,,,,,,,,,,,,,,
T=20,00:21,20,0.33,2,2067.85,0.25,29.71,0.002971341,,,,,,,,,,,,,,,
T=30,00:31,30,0.33,2,2081.22,0.25,15.62,0.00156169,,,,,,,,,,,,,,,
T=60,01:01,60,0.33,6,2093.86,0.74,15.38,0.000512729,,,,,,,,,,,,,,,
T=120,02:01,120,0.32,3,2132.34,1.48,45.96,0.000766077,,,,,,,,,,,,,,,
T=180,03:01,180,0.32,3,2103.52,1.48,-24.34,-0.000405687,,,,,,,,,,,,,,,
T=240,04:01,240,0.32,7,2139.04,1.48,40,0.000666623,,,,,,,,,,,,,,,
,,,,28,2105.358108,5.93,109.29,,,,,,,,,,,,,,,,
,,,,,,5.93,109.29,,,,,,,,,,,,,,,,
,,,,,,1.48,27.32,,,,,,,,,,,,,,,,
Abbreviations,,,,,,,,,,,,,,,,,,,,,,,
IPV (ml),Intraperitoneal volume = (C0 * V0)/Cn - (Abs * tn),,,,,,,,,,,,,,,,,,,,,,
UFV (ml),Ultrafiltration volume,,,,,,,,,,,,,,,,,,,,,,
LA (ml),Lymphatic absorption,,,,,,,,,,,,,,,,,,,,,,
Th IPV (m),Theoretical IPV,,,,,,,,,,,,,,,,,,,,,,
NUFR (ml/min),Netto Ultrafiltration Rate,,,,,,,,,,,,,,,,,,,,,,
TCUFR (ml/min),Transcappilary ultrafiltration rate,,,,,,,,,,,,,,,,,,,,,,
ELAR (ml/min),Effective lymphatic absorption rate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Formulas,,,,,,,,,,,,,,,,,,,,,,,
Na Sieving ,?Dna =,[Dna]60 - [Dna]0,,i.e. Initial drop in [Dna] due to transcallular UF of water through aquaporins,,,,,,,,,,,,,,,,,,,
Residual volume (RV),RV = (V*[total protein]1 / [total protein]2) - V,,,,,,,,,,,,,,,,,,,,,,
,"V = volume of PD fluid instilled, [total protein]1 = total protein concentration in residual volume, [total protein]2 = total, protein concentration after PD fluid has been instilled.",,,,,,,,,,,,,,,,,,,,,,
"Effective Lymphatic Reabsorption (ELAR, mL/min)",ELAR (ml/min) =,(Dx0 -Dxt) / [Dxgeom] x ?t,,,,,,,,,,,,,,,,,,,,,
Intraperitoneal volume (mL) (blue dextran),Vt2 =,((Dt1 * Vt1)/Dt2) - (ELAR *?t),,,,,,,,,,,,,,,,,,,,,
,,"Where Dt1 = dialysate dextran concentration at t1, Dt2 = dialysate dextran concentration at t2, Vt1 = intraperitoneal volume at t1, ELAR = dextran absorption rate, ?t = time interval between two consecutive time points",,,,,,,,,,,,,,,,,,,,,
Ultrafiltration volume (mL),UF = ,(RV0 + V0) - (RVt + Vt) + Vsamples + ELAR,,,,,,,,,,,,,,,,,,,,,
,,"UF = net ultrafiltration volume, RV0 = residual volume at t=0, RVt = residual volume at t=x min, V0 = instilled dialysate volume, Vt = drained dialysate volume, V samples = total sample volume, ELAR = effective lymphatic reabsorption",,,,,,,,,,,,,,,,,,,,,
MTAC according to Garred,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Waniewski,,,,,,,,,,,,,,,,,,,,,,,
