Transport parameters:,,,,,,,,,,,,,,,,,,,,,,,
,2-h Removal (mmol),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),MT total (mmol),Clearance (mL/min),MTAC Garred (mL/min),MTAC Waniewski (mL/min),2-h Removal sampling,Removal Sampling,,,,,,,,,,,,
Creatinine,0.28,0.5,3.48,6.48,6.35,0.45,3.1,6.6,6.5,0.001898662,0,,,,,,,,,,,,
Urea,8.35,14.19,4.45,9.67,9.81,12.74,4,9.5,9.8,0.061702222,0.12,,,,,,,,,,,,
Phosphate,1.18,1.96,2.87,5.16,4.91,1.77,2.6,5.4,5.1,0.007659259,0.02,,,,,,,,,,,,
Potassium,4.69,5.29,5.8,16.42,17.14,,,,,0.038,0.06,,,,,,,,,,,,
Glucose,,-76,,,,,,,,,1.6675,,,,,,,,,,,,
Fluid parameters:,,,,,,,,,,,,,,,,,,,,,,,
Sample,Time code,Time,Blue dextran,Sample volume,IPV,ELAR,UFV,UFR,,"Dx0, absolute amount of Dextran at T=0",,,,0.847,,,,,,,,,
,,min,g/L,mL,mL,mL,mL,L/min,,"Dxt, absolute amount of Dextran at T=240",,,,0.651,,,,,,,,,
T=-1,00:02,0,0.43,,1950,,,,,Dx geometric,,,,0.3,,,,,,,,,
T=0,00:03,0,0.35,4,2256.43,,,,,ELAR (mL/min),,,,2.407,,,,,,,,,
T=10,00:11,10,0.35,6,2259.48,24.07,31.12,0.003111635,,,,,,,,,,,,,,,
T=20,00:21,20,0.35,2,2198.22,24.07,-31.19,-0.003118727,,,,,,,,,,,,,,,
T=30,00:31,30,0.35,2,2205.42,24.07,33.27,0.003326582,,,,,,,,,,,,,,,
T=60,01:01,60,0.34,6,2151.22,72.21,20.01,0.00066705,,,,,,,,,,,,,,,
T=120,02:01,120,0.34,6,2010.35,144.42,9.55,0.000159103,,,,,,,,,,,,,,,
T=180,03:01,180,0.34,3,1898.57,144.42,38.64,0.000643963,,,,,,,,,,,,,,,
T=240,04:01,240,0.33,6,1767.19,144.42,16.04,0.000267344,,,,,,,,,,,,,,,
,,,,29,2018.367489,577.67,117.43,,,,,,,,,,,,,,,,
,,,,,,577.67,117.43,,,,,,,,,,,,,,,,
,,,,,,144.42,29.36,,,,,,,,,,,,,,,,
Abbreviations,,,,,,,,,,,,,,,,,,,,,,,
IPV (ml),Intraperitoneal volume = (C0 * V0)/Cn - (Abs * tn),,,,,,,,,,,,,,,,,,,,,,
UFV (ml),Ultrafiltration volume,,,,,,,,,,,,,,,,,,,,,,
LA (ml),Lymphatic absorption,,,,,,,,,,,,,,,,,,,,,,
Th IPV (m),Theoretical IPV,,,,,,,,,,,,,,,,,,,,,,
NUFR (ml/min),Netto Ultrafiltration Rate,,,,,,,,,,,,,,,,,,,,,,
TCUFR (ml/min),Transcappilary ultrafiltration rate,,,,,,,,,,,,,,,,,,,,,,
ELAR (ml/min),Effective lymphatic absorption rate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Formulas,,,,,,,,,,,,,,,,,,,,,,,
Na Sieving ,?Dna =,[Dna]60 - [Dna]0,,i.e. Initial drop in [Dna] due to transcallular UF of water through aquaporins,,,,,,,,,,,,,,,,,,,
Residual volume (RV),RV = (V*[total protein]1 / [total protein]2) - V,,,,,,,,,,,,,,,,,,,,,,
,"V = volume of PD fluid instilled, [total protein]1 = total protein concentration in residual volume, [total protein]2 = total, protein concentration after PD fluid has been instilled.",,,,,,,,,,,,,,,,,,,,,,
"Effective Lymphatic Reabsorption (ELAR, mL/min)",ELAR (ml/min) =,(Dx0 -Dxt) / [Dxgeom] x ?t,,,,,,,,,,,,,,,,,,,,,
Intraperitoneal volume (mL) (blue dextran),Vt2 =,((Dt1 * Vt1)/Dt2) - (ELAR *?t),,,,,,,,,,,,,,,,,,,,,
,,"Where Dt1 = dialysate dextran concentration at t1, Dt2 = dialysate dextran concentration at t2, Vt1 = intraperitoneal volume at t1, ELAR = dextran absorption rate, ?t = time interval between two consecutive time points",,,,,,,,,,,,,,,,,,,,,
Ultrafiltration volume (mL),UF = ,(RV0 + V0) - (RVt + Vt) + Vsamples + ELAR,,,,,,,,,,,,,,,,,,,,,
,,"UF = net ultrafiltration volume, RV0 = residual volume at t=0, RVt = residual volume at t=x min, V0 = instilled dialysate volume, Vt = drained dialysate volume, V samples = total sample volume, ELAR = effective lymphatic reabsorption",,,,,,,,,,,,,,,,,,,,,
MTAC according to Garred,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
MTAC according to Waniewski,,,,,,,,,,,,,,,,,,,,,,,
